article,word,n,total,tf,idf,tf_idf
Article 2,phase,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,plan,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,planet,1,1589,6.293266205160479e-4,0.1823215567939546,1.1473980918436413e-4
Article 2,planetary,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,planned,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,planning,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,plants,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,player,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,plays,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,political,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,politics,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,pope,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,portfolio,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,poses,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,position,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,positions,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,posts,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,powered,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,powerful,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,predicted,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,prepare,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,preparing,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,preserve,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,president's,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,presidential,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,presses,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,professor,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,profile,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,program,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,prominent,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,promise,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,promoting,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,protect,1,1589,6.293266205160479e-4,0.8754687373538999,5.509557818463814e-4
Article 2,protection,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,punishing,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,push,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,pushed,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,quickly,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,r,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,raised,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,ranks,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,rebuilt,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,recommendations,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,regional,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,regulator,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,regulators,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,rein,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,reinstate,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,related,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,relevant,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,relief,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,renewable,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,report's,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,republicans,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,requiring,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,research,1,1589,6.293266205160479e-4,0.6931471805599453,4.362159726620172e-4
Article 2,reserve's,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,restore,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,return,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,reveal,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,reverse,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,revive,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,richard,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,road,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,routinely,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,say,1,1589,6.293266205160479e-4,0.4054651081081644,2.551699862228851e-4
Article 2,school,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,science,1,1589,6.293266205160479e-4,0.5389965007326869,3.392048462760774e-4
Article 2,scientific,1,1589,6.293266205160479e-4,0.8754687373538999,5.509557818463814e-4
Article 2,seeking,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,senior,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,separate,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,september,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,serves,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,shareholders,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,sharon,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,sherri,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,short,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,should,1,1589,6.293266205160479e-4,0.5389965007326869,3.392048462760774e-4
Article 2,single,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,size,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,solar,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,sources,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,spearheaded,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,speeches,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,spoken,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,spokeswoman,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,start,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,state's,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,statements,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,steyer,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,stick,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,still,1,1589,6.293266205160479e-4,0.4054651081081644,2.551699862228851e-4
Article 2,stimulus,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,stop,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,street,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,strengthen,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,stringent,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,supported,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,supreme,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,taking,1,1589,6.293266205160479e-4,0.5389965007326869,3.392048462760774e-4
Article 2,tap,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,task,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,taxation,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,technologies,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,telecommunications,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,tenure,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,then,1,1589,6.293266205160479e-4,0.8754687373538999,5.509557818463814e-4
Article 2,there,1,1589,6.293266205160479e-4,0.6931471805599453,4.362159726620172e-4
Article 2,there's,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,these,1,1589,6.293266205160479e-4,0.28768207245178085,1.8104598643913208e-4
Article 2,thing,1,1589,6.293266205160479e-4,0.8754687373538999,5.509557818463814e-4
Article 2,think,1,1589,6.293266205160479e-4,0.6931471805599453,4.362159726620172e-4
Article 2,threat,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,three,1,1589,6.293266205160479e-4,0.8754687373538999,5.509557818463814e-4
Article 2,throughout,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,tim,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,tough,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,trade,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,trading,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,transition's,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,transitions,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,twice,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,udall,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,understand,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,university,1,1589,6.293266205160479e-4,0.4054651081081644,2.551699862228851e-4
Article 2,visions,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,vitally,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,voters,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,w,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,wall,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,want,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,washington,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,way,1,1589,6.293266205160479e-4,0.6931471805599453,4.362159726620172e-4
Article 2,ways,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,we're,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,we've,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,weakened,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,weapon,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,were,1,1589,6.293266205160479e-4,0.1823215567939546,1.1473980918436413e-4
Article 2,while,1,1589,6.293266205160479e-4,0.28768207245178085,1.8104598643913208e-4
Article 2,whole,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,wind,1,1589,6.293266205160479e-4,0.6931471805599453,4.362159726620172e-4
Article 2,without,1,1589,6.293266205160479e-4,0.8754687373538999,5.509557818463814e-4
Article 2,won't,1,1589,6.293266205160479e-4,1.791759469228055,0.0011276019315469195
Article 2,worked,1,1589,6.293266205160479e-4,1.0986122886681098,6.913859588849023e-4
Article 2,world,1,1589,6.293266205160479e-4,0.1823215567939546,1.1473980918436413e-4
Article 2,writing,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,wyoming,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,xavier,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,year,1,1589,6.293266205160479e-4,0.1823215567939546,1.1473980918436413e-4
Article 2,yearly,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 2,york,1,1589,6.293266205160479e-4,1.3862943611198906,8.724319453240344e-4
Article 2,zaidi,1,1589,6.293266205160479e-4,2.4849066497880004,0.0015638179042089368
Article 3,1,1,1808,5.530973451327434e-4,0.8754687373538999,4.84219434377157e-4
Article 3,20,1,1808,5.530973451327434e-4,0.6931471805599453,3.8337786535395203e-4
Article 3,200,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,2017,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,2030,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,37,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,38,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,40,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,46,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,50,1,1808,5.530973451327434e-4,0.8754687373538999,4.84219434377157e-4
Article 3,57,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,80,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,"80,000",1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,absorbed,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,accept,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,acknowledged,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,across,1,1808,5.530973451327434e-4,0.6931471805599453,3.8337786535395203e-4
Article 3,adapt,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,adapting,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,adding,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,administration,1,1808,5.530973451327434e-4,0.8754687373538999,4.84219434377157e-4
Article 3,advocate,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,afford,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,against,1,1808,5.530973451327434e-4,0.6931471805599453,3.8337786535395203e-4
Article 3,agency,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,aging,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,ago,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,air,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,alaska,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,allowing,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,alma,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,alta,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,alta's,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,alternatives,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,amanda,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,american,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,amounts,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,angles,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,anne,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,antiquated,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,anything,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,ariturk,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,attached,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,available,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,average,1,1808,5.530973451327434e-4,0.4054651081081644,2.242616748385865e-4
Article 3,away,1,1808,5.530973451327434e-4,0.8754687373538999,4.84219434377157e-4
Article 3,banks,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,bathtub,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,became,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,become,1,1808,5.530973451327434e-4,0.8754687373538999,4.84219434377157e-4
Article 3,becoming,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,been,1,1808,5.530973451327434e-4,0.0870113769896297,4.812576160930846e-5
Article 3,being,1,1808,5.530973451327434e-4,0.4054651081081644,2.242616748385865e-4
Article 3,better,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,between,1,1808,5.530973451327434e-4,0.6931471805599453,3.8337786535395203e-4
Article 3,biden,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,big,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,blocked,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,blocking,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,both,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,brokerage,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,brother,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,buffalo,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,building,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,bungalow,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,burst,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,businesses,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,calculated,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,calls,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,came,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,can't,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,capacity,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,carbon,1,1808,5.530973451327434e-4,0.1823215567939546,1.0084156902320497e-4
Article 3,career,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,cases,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,catastrophic,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,causes,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,causing,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,challenge,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,changing,1,1808,5.530973451327434e-4,0.5389965007326869,2.981175335910879e-4
Article 3,cheat's,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,choose,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,city's,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,climatologist,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,coming,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,comment,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,commercial,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,compel,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,congress,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,consequences,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,considered,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,constituents,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,constructed,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,contain,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,contiguous,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,continue,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,convenience,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,corridors,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,couldn't,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,country's,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,created,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,credible,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,crucial,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,curve,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,damien,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,danger,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,dave,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,debris,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,decade,1,1808,5.530973451327434e-4,0.4054651081081644,2.242616748385865e-4
Article 3,declined,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,deep,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,defending,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,democrat,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,deputy,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,described,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,designed,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,devastated,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,didn't,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,dioxide,1,1808,5.530973451327434e-4,0.5389965007326869,2.981175335910879e-4
Article 3,dirt,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,disaster,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,disasters,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,disproportionately,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,district,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,dividends,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,do,1,1808,5.530973451327434e-4,0.1823215567939546,1.0084156902320497e-4
Article 3,dollars,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,doors,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,downpours,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,downstream,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,dr,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,drainage,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,drinking,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,driving,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,earlier,1,1808,5.530973451327434e-4,0.5389965007326869,2.981175335910879e-4
Article 3,east,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,economic,1,1808,5.530973451327434e-4,0.5389965007326869,2.981175335910879e-4
Article 3,economy,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,edge,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,efforts,1,1808,5.530973451327434e-4,0.4054651081081644,2.242616748385865e-4
Article 3,either,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,emergency,1,1808,5.530973451327434e-4,1.3862943611198906,7.667557307079041e-4
Article 3,emissions,1,1808,5.530973451327434e-4,0.0870113769896297,4.812576160930846e-5
Article 3,emit,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,engineering,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,enough,1,1808,5.530973451327434e-4,0.8754687373538999,4.84219434377157e-4
Article 3,environmental,1,1808,5.530973451327434e-4,0.5389965007326869,2.981175335910879e-4
Article 3,equipment,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,eric,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,erratic,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,evan,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,even,1,1808,5.530973451327434e-4,0.1823215567939546,1.0084156902320497e-4
Article 3,except,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,executive,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,experienced,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,experts,1,1808,5.530973451327434e-4,0.8754687373538999,4.84219434377157e-4
Article 3,expose,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,extensive,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,extra,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,extreme,1,1808,5.530973451327434e-4,0.8754687373538999,4.84219434377157e-4
Article 3,face,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,factor,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,family,1,1808,5.530973451327434e-4,1.791759469228055,9.910174055464906e-4
Article 3,farmington's,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,fema's,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
Article 3,few,1,1808,5.530973451327434e-4,1.0986122886681098,6.076395401925386e-4
Article 3,fill,1,1808,5.530973451327434e-4,2.4849066497880004,0.0013743952709004427
