"","articles","word","n","total","tf","idf","tf_idf"
"1671","LATimes4","reshaping",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1672","LATimes4","residents",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1673","LATimes4","restaurants",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1674","LATimes4","rise",1,1068,0.00199600798403194,1.20397280432594,0.00240313932999189
"1675","LATimes4","rise.and",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1676","LATimes4","rise.the",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1677","LATimes4","river",1,1068,0.00199600798403194,1.20397280432594,0.00240313932999189
"1678","LATimes4","rocky",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1679","LATimes4","runners",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1680","LATimes4","safe",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1681","LATimes4","said.what",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1682","LATimes4","sand",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1683","LATimes4","sands",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1684","LATimes4","scrambling",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1685","LATimes4","seasonally",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1686","LATimes4","sequoias",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1687","LATimes4","set",1,1068,0.00199600798403194,0.916290731874155,0.00182892361651528
"1688","LATimes4","severe",1,1068,0.00199600798403194,1.20397280432594,0.00240313932999189
"1689","LATimes4","shift",1,1068,0.00199600798403194,1.6094379124341,0.00321245092302216
"1690","LATimes4","significant",1,1068,0.00199600798403194,1.20397280432594,0.00240313932999189
"1691","LATimes4","silver",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1692","LATimes4","skiing",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1693","LATimes4","social",1,1068,0.00199600798403194,1.20397280432594,0.00240313932999189
"1694","LATimes4","solitude",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1695","LATimes4","south",1,1068,0.00199600798403194,1.6094379124341,0.00321245092302216
"1696","LATimes4","spanning",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1697","LATimes4","staffers",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1698","LATimes4","state.the",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1699","LATimes4","stone",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1700","LATimes4","storms",1,1068,0.00199600798403194,1.20397280432594,0.00240313932999189
"1701","LATimes4","stream",1,1068,0.00199600798403194,1.6094379124341,0.00321245092302216
"1702","LATimes4","stuff",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1703","LATimes4","substantial",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1704","LATimes4","sufficient",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1705","LATimes4","suggest",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1706","LATimes4","suited",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1707","LATimes4","support",1,1068,0.00199600798403194,1.20397280432594,0.00240313932999189
"1708","LATimes4","surprised",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1709","LATimes4","temperature",1,1068,0.00199600798403194,0.916290731874155,0.00182892361651528
"1710","LATimes4","tetons",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1711","LATimes4","theirs.these",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1712","LATimes4","thermometer",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1713","LATimes4","time",1,1068,0.00199600798403194,0.105360515657826,0.000210300430454743
"1714","LATimes4","towns",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1715","LATimes4","towns.shifting",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1716","LATimes4","trail",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1717","LATimes4","trees",1,1068,0.00199600798403194,1.20397280432594,0.00240313932999189
"1718","LATimes4","typically",1,1068,0.00199600798403194,0.916290731874155,0.00182892361651528
"1719","LATimes4","u.s",1,1068,0.00199600798403194,0.510825623765991,0.00101961202348501
"1720","LATimes4","ultimately",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1721","LATimes4","understand",1,1068,0.00199600798403194,1.6094379124341,0.00321245092302216
"1722","LATimes4","university's",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1723","LATimes4","unlike",1,1068,0.00199600798403194,1.6094379124341,0.00321245092302216
"1724","LATimes4","unpleasant",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1725","LATimes4","upper",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1726","LATimes4","vanishing",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1727","LATimes4","visit",1,1068,0.00199600798403194,1.6094379124341,0.00321245092302216
"1728","LATimes4","warms",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1729","LATimes4","water",1,1068,0.00199600798403194,0.916290731874155,0.00182892361651528
"1730","LATimes4","website",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1731","LATimes4","western",1,1068,0.00199600798403194,0.916290731874155,0.00182892361651528
"1732","LATimes4","white",1,1068,0.00199600798403194,1.6094379124341,0.00321245092302216
"1733","LATimes4","wildflower",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1734","LATimes4","wildlands",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1735","LATimes4","worry",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1736","LATimes4","worse",1,1068,0.00199600798403194,1.6094379124341,0.00321245092302216
"1737","LATimes4","worsening",1,1068,0.00199600798403194,1.6094379124341,0.00321245092302216
"1738","LATimes4","worsens.why",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1739","LATimes4","year's",1,1068,0.00199600798403194,1.20397280432594,0.00240313932999189
"1740","LATimes4","year.still",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1741","LATimes4","yourself.a",1,1068,0.00199600798403194,2.30258509299405,0.00459597822952903
"1742","LATimes5","1,700",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1743","LATimes5","10",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1744","LATimes5","2",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1745","LATimes5","2035",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1746","LATimes5","23",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1747","LATimes5","30",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1748","LATimes5","34",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1749","LATimes5","4.2",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1750","LATimes5","41",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1751","LATimes5","44",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1752","LATimes5","52",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1753","LATimes5","abandon",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1754","LATimes5","access",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1755","LATimes5","accordingly.only",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1756","LATimes5","acting",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1757","LATimes5","action.the",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1758","LATimes5","actions",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1759","LATimes5","additionally",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1760","LATimes5","advanced",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1761","LATimes5","advancements",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1762","LATimes5","advances",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1763","LATimes5","adversaries",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1764","LATimes5","affects",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1765","LATimes5","air",1,848,0.0021551724137931,0.693147180559945,0.00149385168224126
"1766","LATimes5","aircraft",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1767","LATimes5","allocation",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1768","LATimes5","altering",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1769","LATimes5","america's",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1770","LATimes5","application",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1771","LATimes5","applied",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1772","LATimes5","apply",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1773","LATimes5","approximately",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1774","LATimes5","armed",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1775","LATimes5","arrays",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1776","LATimes5","artificial",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1777","LATimes5","assessment",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1778","LATimes5","atmosphere.during",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1779","LATimes5","bases.in",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1780","LATimes5","begun",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1781","LATimes5","benefits",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1782","LATimes5","biden",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1783","LATimes5","bloodshed.if",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1784","LATimes5","bomber",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1785","LATimes5","breakthroughs",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1786","LATimes5","broadly.the",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1787","LATimes5","budget",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1788","LATimes5","building",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1789","LATimes5","called",1,848,0.0021551724137931,0.916290731874155,0.00197476450834947
"1790","LATimes5","capacity",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1791","LATimes5","cars",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1792","LATimes5","challenge",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1793","LATimes5","civilian",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1794","LATimes5","combat",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1795","LATimes5","concern",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1796","LATimes5","consequences",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1797","LATimes5","consumer",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1798","LATimes5","consumption",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1799","LATimes5","continue",1,848,0.0021551724137931,0.693147180559945,0.00149385168224126
"1800","LATimes5","conventional",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1801","LATimes5","countries",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1802","LATimes5","create",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1803","LATimes5","crucially",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1804","LATimes5","cut",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1805","LATimes5","darpa",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1806","LATimes5","declared",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1807","LATimes5","depends",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1808","LATimes5","destabilizing",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1809","LATimes5","developing",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1810","LATimes5","disappeared",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1811","LATimes5","dissipate",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1812","LATimes5","donald",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1813","LATimes5","drive",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1814","LATimes5","earlier",1,848,0.0021551724137931,0.916290731874155,0.00197476450834947
"1815","LATimes5","easy",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1816","LATimes5","economy",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1817","LATimes5","effects.this",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1818","LATimes5","efforts",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1819","LATimes5","electric",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1820","LATimes5","electricity",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1821","LATimes5","emitted",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1822","LATimes5","emitter",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1823","LATimes5","emphasize",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1824","LATimes5","engineered",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1825","LATimes5","entire",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1826","LATimes5","expertise",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1827","LATimes5","extended",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1828","LATimes5","extreme",1,848,0.0021551724137931,0.356674943938732,0.000768695999867958
"1829","LATimes5","facilities",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1830","LATimes5","favor",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1831","LATimes5","features",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1832","LATimes5","finally",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1833","LATimes5","financial",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1834","LATimes5","fleets",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1835","LATimes5","flooding",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1836","LATimes5","flooding.in",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1837","LATimes5","focusing",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1838","LATimes5","force",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1839","LATimes5","forces",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1840","LATimes5","fueled",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1841","LATimes5","fulfill",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1842","LATimes5","funds",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1843","LATimes5","future",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1844","LATimes5","gallons",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1845","LATimes5","generate",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1846","LATimes5","generating",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1847","LATimes5","geopolitical",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1848","LATimes5","goals",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1849","LATimes5","gps",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1850","LATimes5","green",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1851","LATimes5","growing",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1852","LATimes5","hardening",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1853","LATimes5","havoc",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1854","LATimes5","helped",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1855","LATimes5","home.that",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1856","LATimes5","huge",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1857","LATimes5","hundreds",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1858","LATimes5","hybrids",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1859","LATimes5","iii",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1860","LATimes5","impacts",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1861","LATimes5","imperative",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1862","LATimes5","impressive",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1863","LATimes5","include",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1864","LATimes5","intelligence",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1865","LATimes5","internet",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1866","LATimes5","jeopardizing",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1867","LATimes5","jet",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1868","LATimes5","joe",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1869","LATimes5","key",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1870","LATimes5","language",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1871","LATimes5","lead",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1872","LATimes5","leader",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1873","LATimes5","leadership",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1874","LATimes5","leading",1,848,0.0021551724137931,0.916290731874155,0.00197476450834947
"1875","LATimes5","level",1,848,0.0021551724137931,0.916290731874155,0.00197476450834947
"1876","LATimes5","lloyd",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1877","LATimes5","managed",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1878","LATimes5","massive",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1879","LATimes5","metric",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1880","LATimes5","mile",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1881","LATimes5","million",1,848,0.0021551724137931,0.693147180559945,0.00149385168224126
"1882","LATimes5","mission",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1883","LATimes5","mobilization",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1884","LATimes5","mobilize",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1885","LATimes5","nation's",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1886","LATimes5","natural",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1887","LATimes5","nautical",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1888","LATimes5","norway",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1889","LATimes5","objective",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1890","LATimes5","obtain",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1891","LATimes5","officers",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1892","LATimes5","official",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1893","LATimes5","outline",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1894","LATimes5","pentagon's",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1895","LATimes5","performance",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1896","LATimes5","perils",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1897","LATimes5","persistent",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1898","LATimes5","planes",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1899","LATimes5","pledged",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1900","LATimes5","poses",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1901","LATimes5","powered",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1902","LATimes5","presidency",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1903","LATimes5","primary",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1904","LATimes5","priorities",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1905","LATimes5","producer",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1906","LATimes5","profoundly",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1907","LATimes5","program",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1908","LATimes5","projects",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1909","LATimes5","protect",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1910","LATimes5","prove",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1911","LATimes5","quadrennial",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1912","LATimes5","rapidly",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1913","LATimes5","recent",1,848,0.0021551724137931,0.916290731874155,0.00197476450834947
"1914","LATimes5","recently",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1915","LATimes5","recognition",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1916","LATimes5","reduced",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1917","LATimes5","reducing",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1918","LATimes5","reefense",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1919","LATimes5","reefs",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1920","LATimes5","remain",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1921","LATimes5","replacing",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1922","LATimes5","require",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1923","LATimes5","required",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1924","LATimes5","requires",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1925","LATimes5","resisting",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1926","LATimes5","response.however",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1927","LATimes5","responsible",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1928","LATimes5","review",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1929","LATimes5","rise",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1930","LATimes5","rising",1,848,0.0021551724137931,0.916290731874155,0.00197476450834947
"1931","LATimes5","scientific",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1932","LATimes5","scientists",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1933","LATimes5","sea",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1934","LATimes5","seas",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1935","LATimes5","secretary",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1936","LATimes5","senior",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1937","LATimes5","sense",1,848,0.0021551724137931,0.916290731874155,0.00197476450834947
"1938","LATimes5","severe",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1939","LATimes5","ships",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1940","LATimes5","significant",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1941","LATimes5","solar",1,848,0.0021551724137931,1.20397280432594,0.00259476897484038
"1942","LATimes5","source",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1943","LATimes5","sources",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1944","LATimes5","statements",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1945","LATimes5","strategic",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1946","LATimes5","structures",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1947","LATimes5","summit",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1948","LATimes5","suppliers",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1949","LATimes5","sustained",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1950","LATimes5","sweden",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1951","LATimes5","switzerland.clearly",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1952","LATimes5","tactical",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1953","LATimes5","talk",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1954","LATimes5","targets",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1955","LATimes5","task",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1956","LATimes5","threatened",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1957","LATimes5","threats",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1958","LATimes5","time",1,848,0.0021551724137931,0.105360515657826,0.000227070076848764
"1959","LATimes5","top",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1960","LATimes5","transportation",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1961","LATimes5","travel",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1962","LATimes5","treating",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1963","LATimes5","trump's",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1964","LATimes5","urgency",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1965","LATimes5","utility",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1966","LATimes5","vehicle",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1967","LATimes5","war",1,848,0.0021551724137931,1.6094379124341,0.00346861619059073
"1968","LATimes5","wave",1,848,0.0021551724137931,0.693147180559945,0.00149385168224126
"1969","LATimes5","well.the",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1970","LATimes5","wide",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1971","LATimes5","word",1,848,0.0021551724137931,2.30258509299405,0.004962467872832
"1972","LATimes6","1",1,886,0.00232558139534884,0.916290731874155,0.0021309086787771
"1973","LATimes6","17",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1974","LATimes6","2",1,886,0.00232558139534884,1.20397280432594,0.00279993675424636
"1975","LATimes6","21",1,886,0.00232558139534884,1.20397280432594,0.00279993675424636
"1976","LATimes6","26",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1977","LATimes6","34",1,886,0.00232558139534884,1.6094379124341,0.00374287886612581
"1978","LATimes6","5,500",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1979","LATimes6","53",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1980","LATimes6","60.7",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1981","LATimes6","70",1,886,0.00232558139534884,1.6094379124341,0.00374287886612581
"1982","LATimes6","98",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1983","LATimes6","98.8",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1984","LATimes6","acknowledged",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1985","LATimes6","action",1,886,0.00232558139534884,0.916290731874155,0.0021309086787771
"1986","LATimes6","activist",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1987","LATimes6","actors",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1988","LATimes6","advisory",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1989","LATimes6","advisory.the",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1990","LATimes6","affect",1,886,0.00232558139534884,1.6094379124341,0.00374287886612581
"1991","LATimes6","agency's",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
"1992","LATimes6","aggressive",1,886,0.00232558139534884,2.30258509299405,0.00535484905347453
